,date,close,volume,rsi,MACD_Cross_Power_Normalized,hash-rate,active-count,total_fee,transfer_count,zew_mood_index,zew_state,active-count_smoothed,gesi_value,MACD,Signal_Line
1265,2014-02-12,704.2163850664167,25367600.0,13.79,-0.027358838531907,2.060028193406288e+16,213083,16.0368654,614785.48204274,73.3,1.0,156078.07142857142,1.1,-41.56053709198318,-23.730235645497874
1266,2014-02-13,862.2875390147699,38588100.0,11.5,-0.0324137505206152,2.278763866441176e+16,162451,14.05001731,641840.31052504,73.3,1.0,158116.2142857143,1.1,-48.252858206194674,-28.63476015763724
1267,2014-02-14,710.289701144507,102506000.0,25.37,-0.0239090188305802,2.538254823516765e+16,174659,17.09758792,724332.87745072,73.3,1.0,163227.5,1.1,-48.4191740853496,-32.591642943179714
1268,2014-02-15,756.8285363288962,26709200.0,23.66,-0.0200198218905489,2.299922909813414e+16,149250,12.55607333,958961.42264482,73.3,1.0,161718.5,1.1,-48.880770596756406,-35.84946847389506
1269,2014-02-16,366.65110195747775,40061700.0,21.88,-0.0202017919748334,2.6564398009448984e+16,126181,11.32317875,623765.15126793,73.3,1.0,158752.92857142858,1.1,-51.42075732899866,-38.96372624491578
1270,2014-02-17,357.5011230901248,31948400.0,24.81,-0.0167238452639142,2.40264890994879e+16,179060,23.5617028,501622.52293118,73.3,1.0,160532.0,1.5,-52.055779870003335,-41.582136969933295
1271,2014-02-18,540.8933449195271,20015100.0,23.66,-0.0132162381677638,2.570025757730624e+16,155998,13.3494205,497138.57283008,68.5,-1.0,161483.7142857143,1.5,-51.93375511150612,-43.65246059824786
1272,2014-02-19,663.2173241275345,13897800.0,24.81,-0.0101165402302577,3.055984012284741e+16,174809,14.4588035,456023.58900931,68.5,-1.0,162303.7142857143,1.5,-51.53109604329882,-45.22818768725806
1273,2014-02-20,459.46842771764204,46905000.0,22.48,-0.0154437962686476,2.749659911030461e+16,178713,14.81614558,558917.04531212,68.5,-1.0,164552.0,1.5,-55.96432904109884,-47.37541595802621
1274,2014-02-21,662.7289251002395,47308100.0,31.51,-0.0139152634085527,2.766519278342401e+16,177966,13.88804876,518008.04508929,68.5,-1.0,168216.5,1.5,-57.362400039217846,-49.37281277426454
1275,2014-02-22,493.4734734609061,31254000.0,40.83,-0.007845877104701,2.2899855416111484e+16,153828,12.37947238,398627.40952021,68.5,-1.0,167127.57142857142,1.5,-55.310376252569085,-50.560325469925445
1276,2014-02-23,690.5399479076316,31434400.0,38.65,-0.0032750471772445,2.794147874295669e+16,160345,11.98311215,409797.5476882,68.5,-1.0,163471.35714285713,1.5,-53.040436851057166,-51.05634774615179
1277,2014-02-24,1117.5732685716264,57893900.0,32.43,-0.0063664311307829,2.919605474605808e+16,213025,15.21980169,771408.0932469,68.5,-1.0,167083.7857142857,1.5,-55.403983623649765,-51.925874921651385
1278,2014-02-25,764.8571083889132,126314000.0,33.33,-0.0078789256925619,2.743850659805193e+16,208076,17.70847152,1087064.30704939,68.5,-1.0,170342.7142857143,1.5,-57.23144521285303,-52.98698897989171
1279,2014-02-26,737.8066969779213,64642700.0,42.86,-0.0020808916093352,2.582976905471657e+16,200377,14.90739291,699373.70585924,68.5,-1.0,172179.7142857143,1.5,-54.502632401046526,-53.29011766412268
1280,2014-02-27,642.973430763704,25540800.0,48.19,0.0017054808060853,2.895765497396287e+16,182436,14.36999632,567556.67527811,68.5,-1.0,179849.85714285713,1.5,-52.056266214812354,-53.04334737426062
1281,2014-02-28,877.6075392942557,28076100.0,33.33,0.0016646524465205,2.973212263653529e+16,195028,16.40787615,588632.98672617,68.5,-1.0,180990.42857142855,1.5,-51.90043860047035,-52.814765619502566
1282,2014-03-01,228.20689832097577,18668100.0,37.89,0.0041472304997023,2.760291249306629e+16,180547,12.59578282,820825.78006597,68.5,-1.0,181096.64285714287,1.5,-49.882621891769645,-52.22833687395598
1283,2014-03-02,168.61739697552787,7950760.0,41.18,0.0057604666123449,2.929281631526316e+16,158859,10.82910593,551795.11425462,68.5,-1.0,181301.0,1.5,-48.19752252601654,-51.4221740043681
1284,2014-03-03,548.9339515183786,96056896.0,55.36,0.0164216357068387,2.851684058950747e+16,235496,17.2352689,1065026.13157838,68.5,-1.0,185635.7857142857,1.7,-37.71503447941086,-48.680746099376655
1285,2014-03-04,810.3589153383416,55344600.0,55.36,0.0234321511497622,2.536987795925644e+16,231057,17.38424603,1023059.64987133,68.5,-1.0,189374.64285714287,1.7,-29.150633061716803,-44.77472349184469
1286,2014-03-05,778.5583661347488,22461900.0,55.56,0.027125038009287,3.294916734367621e+16,200783,14.32140013,684381.6735304301,68.5,-1.0,191004.42857142855,1.7,-22.209743103778575,-40.26172741423147
1287,2014-03-06,737.6056099725856,16068100.0,67.11,0.0284535662767455,2.818688857133269e+16,194730,14.65574101,624977.6715912101,68.5,-1.0,193926.0,1.7,-16.65024729963011,-35.539431391311204
1288,2014-03-07,692.2939147015861,34150800.0,58.51,0.0262777070724812,3.4319013523603524e+16,179768,13.86113137,2466609.59751986,68.5,-1.0,195778.85714285716,1.7,-14.873656333563533,-31.40627637976167
1289,2014-03-08,577.927982063456,18654200.0,52.15,0.0222342884521102,3.208925507293123e+16,170285,11.62425694,1581625.54193736,68.5,-1.0,194113.35714285716,1.7,-14.245574284549887,-27.97413596071932
1290,2014-03-09,143.69132096644466,15396500.0,55.16,0.0200192727757267,3.0903177642069148e+16,172945,12.28010559,942685.12386768,68.5,-1.0,191604.0,1.7,-12.034790426838867,-24.78626685394323
1291,2014-03-10,710.392335683297,20639800.0,64.91,0.0176991766800622,3.35659702442933e+16,207866,16.26715826,1517941.67934673,68.5,-1.0,192138.92857142855,1.9,-10.897059680096277,-22.00842541917384
1292,2014-03-11,978.2632655702221,11732500.0,65.99,0.0159355236962484,2.9932593512738064e+16,188912,15.29331241,983993.7530817,68.5,-1.0,191320.0,1.9,-9.377332047176084,-19.482206744774288
1293,2014-03-12,743.33583516754,18621200.0,59.84,0.0142282125653321,3.172307920793657e+16,202349,16.51719963,1054224.95045195,68.5,-1.0,192742.35714285716,1.9,-8.240140725802462,-17.233793540979924
1294,2014-03-13,697.5944376149312,11634900.0,61.24,0.0131135433003082,3.4834229773716336e+16,192686,14.65089124,763794.35893803,68.5,-1.0,192575.07142857145,1.9,-6.773447648791034,-15.141724362542147
1295,2014-03-15,414.6350898677729,4342080.0,65.52,0.0102022063864844,2.8051023718715336e+16,146351,10.91359883,581127.45171594,68.5,-1.0,192548.7142857143,1.9,-5.259537588479248,-11.749365065234418
1296,2014-03-16,720.1823132818732,5277290.0,66.1,0.0088215139134912,3.3253082333217804e+16,139668,12.38310041,384952.0550815,68.5,-1.0,179653.42857142858,1.9,-4.790183169331385,-10.357528686053811
1297,2014-03-17,718.0430282495898,14648200.0,31.97,0.006803243480516,3.827622422967977e+16,187889,13.0816633,551512.12378065,68.5,-1.0,178732.42857142858,1.9,-5.064834988098937,-9.298989946462838
1298,2014-03-18,854.9820513685686,24011500.0,30.56,0.00452172755493,3.089925801351701e+16,141025,9.7413767,2641974.50005163,61.5,-1.0,174896.35714285713,1.9,-5.823861619747618,-8.603964281119794
1299,2014-03-19,767.7329555258839,14228900.0,29.58,0.0024363840192945,3.1457048024775324e+16,163345,13.48145116,1103092.58099807,61.5,-1.0,173723.2857142857,1.9,-6.7465625586833085,-8.232483936632496
1300,2014-03-20,306.53013059392134,20572900.0,25.37,-0.001147794612904,3.608964643430798e+16,165478,13.7341206,679946.0477921601,61.5,-1.0,172702.57142857142,1.9,-9.077217757454264,-8.40143070079685
1301,2014-03-21,450.794354854136,38414100.0,29.08,-0.0052869780084937,3.374877458033732e+16,187929,14.67722865,598897.70049136,61.5,-1.0,173962.85714285713,1.9,-12.17824946385133,-9.156794453407748
1302,2014-03-22,630.3936673563162,17360700.0,30.56,-0.0082497322687588,3.4820192832140788e+16,168555,17.57915737,416657.46404187,61.5,-1.0,172225.2142857143,1.9,-14.98358012824599,-10.322151588375396
1303,2014-03-23,553.7067986687158,9288400.0,15.97,-0.0099618952603404,4.924818821318612e+16,147986,11.13423626,332073.23546722,61.5,-1.0,169301.92857142858,1.9,-17.311317343583823,-11.719984739417082
1304,2014-03-24,528.7686556539238,22706900.0,31.97,-0.0074755040717632,3.691594377531297e+16,192166,12.99764579,671091.2126394,61.5,-1.0,168574.57142857142,1.4,-17.17160809768177,-12.81030941107002
1305,2014-03-25,676.8948664903771,14020100.0,28.06,-0.0055019693526098,3.784990160054642e+16,166188,14.55404643,544130.89644404,61.5,-1.0,166644.7142857143,1.4,-16.82617615542472,-13.61348275994096
1306,2014-03-26,270.64271751602035,16401100.0,27.01,-0.0041276282301414,4.054206005980743e+16,168544,15.14818021,517428.5279371501,61.5,-1.0,168229.92857142858,1.4,-16.610280298518887,-14.212842267656546
1307,2014-03-27,480.6924392574566,62225400.0,12.28,-0.0183024941308453,3.9382647382098456e+16,181406,13.76146264,788626.0819444,61.5,-1.0,170733.85714285713,1.4,-24.993903870100667,-16.36905458814537
1308,2014-03-28,985.6148457007707,58828300.0,20.0,-0.020916979724531,4.781631844531096e+16,181617,12.32486726,823340.39659358,61.5,-1.0,173730.2142857143,1.4,-29.32884878893435,-18.96101342830317
1309,2014-03-29,543.2240374405894,11147100.0,16.67,-0.0224579946522072,4.029397454743234e+16,143684,9.82954891,398098.63434072,61.5,-1.0,170572.7142857143,1.4,-32.749436032701624,-21.71869794918286
1310,2014-03-30,723.8166140238702,42958300.0,15.25,-0.0274660447120497,4.105024970346669e+16,165857,10.84947295,598504.36637207,61.5,-1.0,172346.42857142858,1.4,-37.52104679841205,-24.8791677190287
1311,2014-03-31,859.5323072927265,28254000.0,15.25,-0.028382860488424,3.752153906408797e+16,169476,12.63552771,744979.4485215,61.5,-1.0,172784.35714285713,1.4,-41.09291250280842,-28.121916675784647
1312,2014-04-01,70.50830042907614,35685800.0,22.48,-0.0227371797285636,4.328648605082126e+16,178536,12.31562078,682805.59726107,61.5,-1.0,172399.0,1.4,-41.71803961659919,-30.84114126394756
1313,2014-04-02,645.425444657481,49647600.0,19.35,-0.0259516880060224,4.420809740564108e+16,178895,13.30279882,756997.9001989401,61.5,-1.0,171753.7142857143,1.4,-45.02179285782677,-33.6772715827234
1314,2014-04-03,396.5862020910669,40765500.0,23.08,-0.0230534456852468,5.490983082221298e+16,168017,13.3913739,777818.23549431,61.5,-1.0,171715.2857142857,1.4,-46.49262403266283,-36.240342072711286
1315,2014-04-04,483.1385266611987,22925500.0,24.81,-0.0190394497041092,4.996450225094066e+16,176906,13.52233973,665636.25902467,61.5,-1.0,172056.07142857142,1.4,-46.8911530563052,-38.37050426943007
1316,2014-04-05,50.64590136256237,13404500.0,29.58,-0.0123857158734905,4.699639716253868e+16,152433,11.16666447,727364.91322057,61.5,-1.0,169218.0,1.4,-45.52181554723177,-39.80076652499041
1317,2014-04-06,-209.4058634054549,10241400.0,29.58,-0.0073689799391956,4.463595644134054e+16,183298,10.34855898,439861.20008093,61.5,-1.0,170440.14285714287,1.4,-44.04252632604857,-40.649118485202045
1318,2014-04-07,493.1177468307662,15616600.0,23.08,-0.0046567551066818,4.53911641579557e+16,158520,14.19487722,464204.03500798,61.5,-1.0,169724.14285714287,1.2,-43.265184572249154,-41.17233170261147
1319,2014-04-08,1030.7860332126872,10921600.0,24.81,-0.0012334421555375,4.204926216744817e+16,164922,14.76358943,456686.27860737,61.5,-1.0,168546.7142857143,1.2,-41.87090091595792,-41.31204554528076
1320,2014-04-09,424.7085425473734,13204400.0,24.24,0.0003328033537821,4.989400716958958e+16,177406,20.25920875,602584.61805834,61.5,-1.0,168245.92857142858,1.2,-41.12787008673769,-41.27521045357215
1321,2014-04-10,215.30526700964998,55868300.0,27.01,-0.010927476671085,4.663930993187063e+16,180987,14.37984843,828338.9137971901,61.5,-1.0,170910.42857142858,1.2,-46.26327565959088,-42.2728234947759
1322,2014-04-11,583.404116738868,62562800.0,36.31,-0.0057731409772023,4.572580381877543e+16,167323,13.94326692,780792.44638702,61.5,-1.0,171015.14285714287,1.2,-45.31055639825149,-42.88037007547102
1323,2014-04-12,548.5203536472478,19226500.0,37.5,-0.0021921033738996,5.486469044184568e+16,130830,9.07114824,400991.77418431,61.5,-1.0,168254.7142857143,1.2,-44.03428232361631,-43.11115252510008
1324,2014-04-13,359.14927315550483,22493500.0,41.18,3.087842465750512e-05,6.072861352193373e+16,170630,10.29986168,410711.30203658,61.5,-1.0,164929.57142857142,1.2,-43.0951705091162,-43.10795612190331
1325,2014-04-14,1018.0828249389106,50730200.0,50.25,0.0083827947740587,5.375209650481977e+16,181682,15.3380664,613573.25989336,61.5,-1.0,165128.64285714287,1.2,-38.30055967242333,-42.14647683200732
1326,2014-04-15,572.5982618869904,49561000.0,55.56,0.0195037530831171,5.7330923552463736e+16,197395,16.499545180000002,665022.24304506,61.2,1.0,167227.07142857142,1.2,-29.57664932132866,-39.63251132987159
1327,2014-04-16,502.2538226879203,56480100.0,63.9,0.0275617627479908,4.773451038988471e+16,183827,14.2744465,804983.4120407,61.2,1.0,169819.85714285713,1.2,-21.462590826379483,-35.99852722917317
1328,2014-04-17,85.51116197622957,34025500.0,56.52,0.0300511056435015,5.385761661173156e+16,156427,14.99553797,809823.3024540701,61.2,1.0,170105.14285714287,1.2,-17.368231116953496,-32.27246800672924
1329,2014-04-18,930.333272923946,19042400.0,53.7,0.0283681053002312,5.361051424582106e+16,147504,12.16011272,777654.41220483,61.2,1.0,167548.42857142858,1.2,-15.264193562893126,-28.870813117962022
1330,2014-04-19,491.7724784691547,19588200.0,54.55,0.0273984634910948,5.779445330594205e+16,139964,12.61314875,456107.95353168,61.2,1.0,166223.0,1.2,-11.693175108210028,-25.435285516011625
1331,2014-04-20,589.7940806124975,12103100.0,54.55,0.0263400081291893,5.625097225661605e+16,163159,10.86690665,414645.3064766301,61.2,1.0,166097.07142857142,1.2,-9.033099077998427,-22.154848228408987
1332,2014-04-21,653.8221587783729,15171400.0,56.14,0.0243946193681235,6.31038783785096e+16,140648,12.47640246,722705.78304536,61.2,1.0,163471.5,1.2,-7.037105880743127,-19.131299758875816
1333,2014-04-22,758.7470931609176,11670900.0,54.13,0.0214985446470378,6.047900207390628e+16,182084,15.29422985,882452.05294566,61.2,1.0,163549.85714285713,1.2,-6.0192295841249575,-16.508885723925644
1334,2014-04-23,793.7999068087815,9814530.0,56.33,0.0189297150576857,5.1308584433401e+16,154429,14.56230652,676091.5848034,61.2,1.0,162628.85714285713,1.2,-4.883603263948032,-14.183829231930122
1335,2014-04-24,752.8414603598104,13009400.0,74.03,0.017546060003922,5.239423815497123e+16,165157,14.94749758,438469.71857071,61.2,1.0,166766.42857142858,1.2,-3.207343162420841,-11.988532018028266
1336,2014-04-25,277.63267605148053,46856500.0,56.52,0.0121680395969147,5.965245964012979e+16,180417,13.64442103,553342.74103482,61.2,1.0,167465.5,1.2,-4.969869810100477,-10.584799576442707
1337,2014-04-26,768.0309305648143,12214600.0,55.75,0.0070884784914701,6.026048215189144e+16,133998,9.13901624,334741.89261318,61.2,1.0,164059.5,1.2,-6.521320303794767,-9.77210372191312
1338,2014-04-27,806.7780278615467,10949500.0,53.05,0.0006191874410344,5.524039326977803e+16,171493,11.74870756,300217.95061043,61.2,1.0,162209.35714285713,1.2,-9.434344701334226,-9.704551917797342
1339,2014-04-28,103.66265912718836,23876600.0,45.95,-0.0028960361009504,6.031899570759762e+16,166184,12.79024099,579031.84602561,61.2,1.0,159980.0,1.2,-11.298403499437995,-10.023322234125471
1340,2014-04-29,603.7530651903369,16401400.0,31.03,-0.0036751078138917,5.260257025896969e+16,168695,12.64594398,561233.05804181,61.2,1.0,158899.14285714287,1.2,-12.07774891546876,-10.43420757039413
1341,2014-04-30,14.957072169511946,15244900.0,29.58,-0.0037203103887094,5.420646018747214e+16,164933,12.92406237,483012.08942824,61.2,1.0,161020.35714285713,1.2,-12.5159304492459,-10.850552146164484
1342,2014-05-01,402.1227135019848,12871800.0,40.48,-0.0018510223219478,6.858213054074489e+16,152948,10.84631035,444632.70941716,61.2,1.0,161947.7857142857,1.2,-11.909707141378476,-11.062383145207283
1343,2014-05-02,379.234316481887,10394200.0,42.53,-0.0016117754534055,6.98961401253828e+16,142884,11.87743613,654678.72447058,61.2,1.0,160499.57142857142,1.2,-11.967751696142386,-11.243456855394305
1344,2014-05-03,844.2103759483847,9849640.0,29.58,-0.0028507565198016,5.812126078246315e+16,115635,10.28949159,553832.67038612,61.2,1.0,158712.92857142858,1.2,-12.803397926431558,-11.555445069601756
1345,2014-05-04,181.07937549461414,5621260.0,30.07,-0.0034191556547981,5.730787357429311e+16,155297,9.88528194,425083.56775393,61.2,1.0,156799.57142857142,1.2,-13.420607365821295,-11.928477528845663
1346,2014-05-05,634.5841224367737,10004800.0,30.07,-0.0037939716030178,5.277661918154971e+16,147303,13.53297617,630456.14859765,61.2,1.0,156290.57142857142,1.2,-13.98425050139764,-12.33963212335606
1347,2014-05-06,929.2515550614476,12507300.0,31.03,-0.004265969184098,6.741080766262774e+16,167404,15.00387446,682538.18421705,61.2,1.0,157217.35714285713,1.2,-14.62705549473526,-12.7971167976319
1348,2014-05-07,303.75059257316,18332200.0,34.21,-0.002516556082527,7.084233021516488e+16,160837,13.54172333,836083.4151468,61.2,1.0,156908.7857142857,1.2,-14.177513913806706,-13.073196220866864
1349,2014-05-08,-51.550653989711805,9446580.0,30.07,-0.0008778692051125,6.3833650321182e+16,166644,13.58433577,1345045.94799841,61.2,1.0,155925.0,1.2,-13.556209740513909,-13.169798924796272
1350,2014-05-09,550.6598497879719,10347900.0,48.19,0.0017729577857716,6.880876896135142e+16,161746,15.57402453,1250828.81825263,61.2,1.0,157907.0,1.2,-12.173704703854185,-12.970580080607856
1351,2014-05-10,814.4478842530023,6682600.0,51.69,0.004252145781078,6.545687120863853e+16,134886,10.09687328,675604.48910759,61.2,1.0,154975.2142857143,1.2,-10.555185801975997,-12.487501224881484
1352,2014-05-11,588.2077822350993,12251700.0,54.95,0.0037922451755753,7.1397120788290936e+16,164721,9.70016918,446213.58175986,61.2,1.0,154691.35714285713,1.2,-10.40704714453102,-12.071410408811392
1353,2014-05-12,492.6785362541592,7383770.0,51.69,0.0038137271740524,6.055276808180836e+16,153434,13.93177704,549769.10090597,61.2,1.0,153601.2857142857,1.2,-9.966890849903391,-11.650506497029792
1354,2014-05-13,27.55529726746005,7682670.0,46.81,0.003774152294668,7.197154398688983e+16,147431,12.37220357,674276.42266214,55.2,-1.0,152351.14285714287,1.2,-9.571557211948344,-11.234716640013504
1355,2014-05-14,406.0098506595064,9472960.0,48.45,0.0042260298238007,6.820694527605305e+16,159099,12.08030118,725337.43808703,55.2,-1.0,152790.5,1.2,-8.889418078808092,-10.765656927772422
1356,2014-05-15,607.4633849988699,7362980.0,43.82,0.0049612065169225,7.47651430831924e+16,175329,12.8013398,822369.81507098,55.2,-1.0,155108.0,1.2,-7.992019918574499,-10.210929525932835
1357,2014-05-16,62.99839329986713,6475100.0,49.49,0.0054945969768981,6.974225109722704e+16,153634,11.63597683,647204.78923865,55.2,-1.0,157822.2142857143,1.2,-7.133556765010553,-9.59545497374838
1358,2014-05-17,277.8322484071644,2945790.0,59.84,0.0058510364846358,8.792720305451798e+16,147231,9.31030062,482293.61456155,55.2,-1.0,157698.2857142857,1.2,-6.312270074213529,-8.938817993841411
1359,2014-05-18,158.29682145934817,2857830.0,59.51,0.0056135770386925,6.808567178325028e+16,175993,8.71450665,269661.32456157,55.2,-1.0,158311.7857142857,1.2,-5.807396261240285,-8.312533647321185
1360,2014-05-19,532.8821020666235,6242620.0,60.94,0.0053077172573638,7.602793712752198e+16,184495,11.40509824,525207.3810922101,55.2,-1.0,160001.64285714287,1.1,-5.352280406930902,-7.720482999243129
1361,2014-05-20,657.4488224514865,40327500.0,80.31,0.0097836578720248,7.733962125643597e+16,189650,13.38509866,1495693.75051445,55.2,-1.0,161644.92857142858,1.1,-1.780286215897263,-6.532443642573956
1362,2014-05-21,397.48006085100803,14626000.0,79.55,0.0131009503008208,7.432976681426424e+16,156386,12.79533682,719910.12824002,55.2,-1.0,161262.07142857142,1.1,1.5208740893056645,-4.921780096198032
1363,2014-05-22,898.5099948092801,33086500.0,84.83,0.0177345159510545,7.355953100333464e+16,161718,12.75997199,769605.88023658,55.2,-1.0,162795.7857142857,1.1,6.707162753042383,-2.595991526349949
1364,2014-05-23,46.57696622461714,34934700.0,79.63,0.0199030180251597,6.936503031339695e+16,174275,12.72896008,1243372.12434429,55.2,-1.0,163478.2142857143,1.1,10.346492900923351,-0.0074946408952891
1365,2014-05-24,819.5543447860432,11499300.0,79.63,0.0205348942301846,7.921210400165342e+16,123999,11.23540029,911572.31382978,55.2,-1.0,161375.7142857143,1.1,13.472071979452096,2.688418683174188
1366,2014-05-25,447.5596380767452,47010300.0,94.08,0.023491542347619,7.44751881715689e+16,186437,10.14448351,837074.87925472,55.2,-1.0,164161.85714285713,1.1,19.47277369020304,6.045289684579959
1367,2014-05-26,676.7233959258999,29959800.0,94.41,0.0258489995412371,8.443713693452856e+16,170136,12.57750285,756796.04882521,55.2,-1.0,164950.2142857143,2.0,24.89644843288488,9.815521434240944
1368,2014-05-27,631.5279413798864,38032000.0,88.51,0.0253130370524272,7.814946180306795e+16,178068,12.14135874,948405.1080866,55.2,-1.0,165145.85714285713,2.0,27.89042269380667,13.430501686154091
1369,2014-05-28,670.6842079746716,19289000.0,88.62,0.0235009767867194,7.866546096899171e+16,183187,13.95978274,865043.37940022,55.2,-1.0,167256.7857142857,2.0,30.38240286353056,16.820881921629386
1370,2014-05-29,723.8220571544365,18707800.0,84.28,0.0203585510271575,8.249338525636458e+16,171379,11.95135479,656177.09376364,55.2,-1.0,168524.2857142857,2.0,31.280033638504733,19.712712265004456
1371,2014-05-30,475.41172318079145,31985400.0,87.59,0.0203794504384737,7.350928439292688e+16,151497,11.59815107,925531.15797548,55.2,-1.0,168829.0,2.0,35.387694252286735,22.847708662460917
1372,2014-05-31,606.3708932629626,15107100.0,87.98,0.0205506570645936,8.908631007271654e+16,146223,9.64770833,584445.51214357,55.2,-1.0,166702.57142857142,2.0,38.868923895225976,26.051951709013927
1373,2014-06-01,464.15412048816927,45259100.0,89.25,0.0198329779608972,7.717180699267784e+16,190183,10.75014255,738312.0847881,55.2,-1.0,167108.85714285713,2.0,41.67609914000377,29.17678119521189
1374,2014-06-02,1082.3642591562532,45450200.0,90.5,0.0201604229369242,9.036117431834326e+16,174907,11.70443213,947449.76857229,55.2,-1.0,168469.85714285713,2.5,45.82470356499948,32.50636566916941
1375,2014-06-03,367.19288399185996,40653700.0,89.18,0.0198965773140307,1.0048661432857165e+17,185725,13.45119685,902729.8787673,55.2,-1.0,170565.5,2.5,49.110183305581245,35.82712919645178
1376,2014-06-04,931.8471141332199,37731500.0,79.96,0.0164885852938386,9.68464977873213e+16,169370,11.9957097,1029663.23373317,55.2,-1.0,171112.07142857142,2.5,49.05126343414088,38.4719560439896
1377,2014-06-05,614.174324112136,29621300.0,78.72,0.0138114711397366,7.94941642356181e+16,181464,12.34989787,946938.04144831,55.2,-1.0,174866.35714285713,2.5,49.8536095189221,40.748286738976105
1378,2014-06-06,855.6921690798521,18680100.0,78.68,0.0106747082089538,8.240673412552197e+16,173172,10.80069596,1045947.92178786,55.2,-1.0,173918.85714285713,2.5,49.47088472281576,42.49280633574404
1379,2014-06-07,722.1485834048608,15855300.0,78.45,0.00759183499849,8.955836102383238e+16,138974,8.78221121,602661.40264736,55.2,-1.0,171693.0,2.5,48.708327001547104,43.73591046890465
1380,2014-06-08,476.0092538898044,8614190.0,73.26,0.0047713049397186,8.489780082005486e+16,172445,8.84632234,768982.31598579,55.2,-1.0,171291.35714285713,2.5,47.649215585203365,44.5185714921644
1381,2014-06-09,699.7473936233537,19065400.0,68.94,0.0014800129013091,8.223030244330355e+16,165041,11.09517441,385463.07286595,55.2,-1.0,169995.2142857143,3.4,45.719526104592205,44.75876241464996
1382,2014-06-10,470.50893027846644,17913400.0,73.96,-0.0009232169143181,9.99590627602094e+16,177636,11.64592603,591209.19157466,55.2,-1.0,170442.14285714287,3.4,44.00501347699196,44.60801262711836
1383,2014-06-11,353.65583347894085,25163800.0,65.4,-0.0051228361058209,8.856641715173298e+16,172773,11.27334026,530233.63700397,55.2,-1.0,171961.85714285713,3.4,40.554440362415335,43.79729817417776
1384,2014-06-12,386.46441899563223,50818800.0,54.34,-0.0137434016046726,9.2952496203016e+16,174202,12.93722403,1107134.64371347,55.2,-1.0,173960.35714285713,3.4,33.713901397876725,41.780618818917546
1385,2014-06-13,753.4138490557307,35700700.0,46.81,-0.0170039788416212,9.609713807139416e+16,173372,11.5480141,742544.97923618,55.2,-1.0,172759.57142857142,3.4,29.024169597714945,39.22932897467703
1386,2014-06-14,574.3970207938149,38481200.0,39.39,-0.0222107154376142,1.0394948184711986e+17,148511,9.08986917,456176.22339795,55.2,-1.0,169783.0,3.4,23.199911969963978,36.02344557373442
1387,2014-06-15,684.5524223996719,23580900.0,42.2,-0.0221383547797026,1.0417894759120598e+17,175444,9.53850979,442256.87077464,55.2,-1.0,169821.35714285713,3.4,19.61513316442506,32.74178309187255
1388,2014-06-16,621.4685978548259,28677500.0,32.89,-0.0219099651734021,1.1306634395331318e+17,176770,11.98941586,736548.57208294,55.2,-1.0,169615.57142857142,3.0,16.52326034268458,29.49807854203496
1389,2014-06-17,802.362645755971,18597300.0,36.71,-0.0184600162932133,1.097545616675506e+17,184315,12.0249054,478824.52647491,58.4,-1.0,170683.07142857142,3.0,15.402378985383734,26.678938630704717
1390,2014-06-18,452.39570156486207,17862000.0,41.86,-0.016530203337948,1.0887908045397155e+17,166486,12.91108153,545726.70285474,58.4,-1.0,169613.2142857143,3.0,14.1168517681117,24.166521258186112
1391,2014-06-19,243.9870963464166,12803800.0,32.89,-0.0160602116099625,1.0250358653155986e+17,157590,11.72007406,719389.74385476,58.4,-1.0,168500.2142857143,3.0,12.160088059437498,21.76523461843639
1392,2014-06-20,849.6337945281214,18134100.0,33.33,-0.0156054633795038,1.2392206297031422e+17,154139,10.71588434,558485.77049805,58.4,-1.0,168522.35714285713,3.0,10.17533013828563,19.44725372240624
1393,2014-06-21,485.56623606946505,9256290.0,33.33,-0.014622588011461,1.2104129360671453e+17,152411,9.1894822,457267.8572639,58.4,-1.0,167620.2142857143,3.0,8.571850034438512,17.272172984812695
1394,2014-06-22,672.1483289088019,10877700.0,35.48,-0.0125836284079476,1.4145954402094534e+17,182612,9.0220478,523535.1528347701,58.4,-1.0,167975.64285714287,3.0,7.798698283348813,15.377478044519918
1395,2014-06-23,454.0817733400115,14053800.0,35.06,-0.0120334961796807,1.0856115497568766e+17,162885,11.29559499,618972.79962306,58.4,-1.0,167269.35714285713,1.7,6.442847668826062,13.590551969381147
1396,2014-06-24,578.9493273268785,14144900.0,31.97,-0.0126532891330263,1.3546178357391629e+17,174560,11.06251476,877670.43251962,58.4,-1.0,166545.85714285713,1.7,4.379637679781467,11.748369111461212
1397,2014-06-25,525.9509790232609,20687700.0,32.43,-0.014568235253023,1.272754838385019e+17,174008,12.3602878,498623.68980154,58.4,-1.0,168367.07142857142,1.7,1.4352240378156012,9.68574009673209
1398,2014-06-26,743.0863260168527,14655900.0,49.75,-0.0129305684663518,1.1467714914382786e+17,158470,10.13416507,509041.11681291,58.4,-1.0,167154.64285714287,1.7,0.2927000014764189,7.807132077680956
1399,2014-06-27,923.8579103744567,20814600.0,50.25,-0.0095457975677712,1.1699756349853232e+17,166487,10.70192844,482678.34405074,58.4,-1.0,166514.85714285713,1.7,0.6804664894116286,6.381798960027091
