open,close,volume,date
0.10959341,0.10976226,4400.43,2010-10-23
0.15366604,0.15450002,19246.49,2010-10-26
0.18929337,0.17411618,21586.19,2010-10-28
0.1744869,0.19,28684.04,2010-10-29
0.19008669,0.19357477,26586.5,2010-10-30
0.19356272,0.19177651,40275.4,2010-10-31
0.19181494,0.19629574,21229.97,2010-11-01
0.19649184,0.19387783,5852.75,2010-11-02
0.1944637,0.1973499,61555.95,2010-11-03
0.24133692,0.24709663,36664.92,2010-11-05
0.32820258,0.34,77155.12,2010-11-07
0.23283656,0.2584812,40766.91,2010-11-12
0.25838165,0.27081075,21937.67,2010-11-13
0.27071671,0.29529896,16799.47,2010-11-14
0.2952383,0.288151,8519.21,2010-11-15
0.27075377,0.27879447,37408.68,2010-11-18
0.27888182,0.28651184,2151.83,2010-11-19
0.28690538,0.28079899,14592.55,2010-11-20
0.28051043,0.28367236,764.85,2010-11-21
0.28250962,0.28794545,28316.12,2010-11-22
0.28757612,0.28037997,4859.68,2010-11-23
0.28040667,0.28682259,2526.42,2010-11-24
0.28655238,0.28,1677.21,2010-11-25
0.28001665,0.28283327,33719.11,2010-11-26
0.28250885,0.28318445,1825.74,2010-11-27
0.28313618,0.27008918,20857.07,2010-11-28
0.27014513,0.25864209,35050.89,2010-11-29
0.24818038,0.24036115,20401.71,2010-12-02
0.24043004,0.25027239,2566.25,2010-12-03
0.25027539,0.24152809,28628.73,2010-12-04
0.21094287,0.22720412,4305.62,2010-12-06
0.22759612,0.23106174,24663.86,2010-12-07
0.23111195,0.23698327,3430.51,2010-12-08
0.23673102,0.21323766,21346.27,2010-12-09
0.21324634,0.2126707,1680.5,2010-12-10
0.21259729,0.21548632,5799.12,2010-12-11
0.21552626,0.2236901,1960.38,2010-12-12
0.22405832,0.22991209,6409.84,2010-12-13
0.2299656,0.2408912,10447.09,2010-12-14
0.24088325,0.2370506,3679.5,2010-12-15
0.23706696,0.25,14336.81,2010-12-16
0.24995453,0.24553209,528.06,2010-12-17
0.24552352,0.24340233,168.62,2010-12-18
0.24349137,0.24422572,2005.42,2010-12-19
0.24440116,0.26522225,10689.66,2010-12-20
0.26518131,0.26736488,9250.15,2010-12-21
0.267489,0.26837131,3771.71,2010-12-22
0.2683622,0.2530123,8641.57,2010-12-23
0.25281543,0.24874725,5041.31,2010-12-24
0.24874559,0.24998617,701.8,2010-12-25
0.24997348,0.26062894,16547.37,2010-12-26
0.26037419,0.26933414,4941.16,2010-12-27
0.27020572,0.27404114,15491.2,2010-12-28
0.27425745,0.29506361,18545.83,2010-12-29
0.29557189,0.3,2540.24,2010-12-30
0.29990545,0.3,1454.4,2010-12-31
0.29992893,0.3,2810.26,2011-01-01
0.30026384,0.3,5350.48,2011-01-02
0.30013702,0.29734758,1427.5,2011-01-03
0.29722666,0.29943919,1883.39,2011-01-04
0.30077296,0.29925195,356.98,2011-01-05
0.29918587,0.29929227,3445.08,2011-01-06
0.29962122,0.31580281,42513.27,2011-01-07
0.31565733,0.32153364,1624.77,2011-01-08
0.32168196,0.32166037,1684.41,2011-01-09
0.32166059,0.32369563,10364.23,2011-01-10
0.32359144,0.32831704,4846.85,2011-01-11
0.32752198,0.32991032,31272.29,2011-01-12
0.33043849,0.33186037,20116.34,2011-01-13
0.4167296,0.39890679,1517.57,2011-01-15
0.39888188,0.39097345,2774.79,2011-01-16
0.39127615,0.38161914,18268.52,2011-01-17
0.31856292,0.32620889,7285.8,2011-01-19
0.3267831,0.35915901,19876.22,2011-01-20
0.35884855,0.38758178,8472.41,2011-01-21
0.44249719,0.43097858,1148.35,2011-01-23
0.43111394,0.42325612,11009.21,2011-01-24
0.42306448,0.42550434,2171.84,2011-01-25
0.4260145,0.41881367,15550.91,2011-01-26
0.4184157,0.42085583,27827.93,2011-01-27
0.42104254,0.44584833,5338.32,2011-01-28
0.44597558,0.44897797,1448.82,2011-01-29
0.44879865,0.4720478,10386.66,2011-01-30
0.47202438,0.51760136,64086.94,2011-01-31
0.79698998,0.72622888,8520.64,2011-02-03
0.72606859,0.80887019,42195.52,2011-02-04
0.91648317,0.91092525,8776.75,2011-02-06
0.90880875,0.90499749,2267.39,2011-02-07
0.90339333,0.91613737,7011.5,2011-02-08
0.91583113,1.002957,49702.79,2011-02-09
1.00040517,0.98009726,26567.62,2011-02-10
0.9799584,1.0754629,13334.61,2011-02-11
1.0748652,1.03060678,4117.75,2011-02-12
1.03396843,1.05396587,3234.15,2011-02-13
1.05401313,1.07990111,7092.39,2011-02-14
1.0783135,1.0705929,8605.7,2011-02-15
1.07064245,1.06328791,7173.87,2011-02-16
1.06373113,1.04889086,4002.65,2011-02-17
0.91305807,0.99231417,3794.81,2011-02-19
0.87391339,0.91370261,1698.4,2011-02-21
0.91387312,0.87659421,12068.58,2011-02-22
0.87632091,0.89467964,6725.49,2011-02-23
0.89505895,0.98525286,13436.69,2011-02-24
0.98884074,0.95818906,4458.83,2011-02-25
0.95859491,0.99800238,4748.19,2011-02-26
0.99784392,0.90914102,23243.38,2011-02-27
0.90891282,0.86783564,4646.11,2011-02-28
0.86738661,0.94018803,22603.14,2011-03-01
0.94020426,0.9418121,2752.12,2011-03-02
0.94170505,0.94838646,2747.61,2011-03-03
0.94832853,0.90370078,2718.75,2011-03-04
0.90351601,0.91112162,12632.54,2011-03-05
0.91003854,0.91405605,12589.71,2011-03-06
0.91472888,0.88761459,15284.03,2011-03-07
0.88752454,0.88751374,4534.77,2011-03-08
0.88708104,0.89032887,4537.99,2011-03-09
0.89040084,0.93085362,8836.56,2011-03-10
0.93113047,0.88280114,3736.01,2011-03-11
0.88368851,0.92205376,4838.18,2011-03-12
0.92201252,0.91437307,661.58,2011-03-13
0.91457115,0.90652589,5273.84,2011-03-14
0.90648269,0.89949294,2733.6,2011-03-15
0.89924127,0.88046151,7910.24,2011-03-16
0.88048417,0.86967185,7140.65,2011-03-17
0.86968399,0.86624928,14231.72,2011-03-18
0.86636842,0.82527086,9919.69,2011-03-19
0.82501976,0.81006312,5820.49,2011-03-20
0.81061723,0.77856454,3709.93,2011-03-21
0.77908522,0.79554092,12109.74,2011-03-22
0.79554511,0.84075331,13257.91,2011-03-23
0.84060031,0.86459955,13983.82,2011-03-24
0.86450759,0.8994632,4814.22,2011-03-25
0.89945396,0.87148395,11724.22,2011-03-26
0.87141371,0.88246896,5341.88,2011-03-27
0.88722045,0.87429308,12616.94,2011-03-28
0.87510185,0.81965314,4216.13,2011-03-29
0.81913814,0.79899568,3219.01,2011-03-30
0.79902333,0.79093751,6886.1,2011-03-31
0.79077113,0.7789159,3195.9,2011-04-01
0.77945294,0.78663443,2485.73,2011-04-02
0.78703583,0.79080229,3926.55,2011-04-03
0.78913511,0.71520883,31150.04,2011-04-04
0.71389595,0.76056251,9692.7,2011-04-05
0.76103243,0.73610838,8661.5,2011-04-06
0.73606753,0.75190731,10861.2,2011-04-07
0.75202048,0.75028853,18148.61,2011-04-08
0.75014057,0.7374432,12133.11,2011-04-09
0.73792301,0.7620198,5359.6,2011-04-10
0.76177672,0.76721082,14598.2,2011-04-11
0.76724387,0.82233028,48342.58,2011-04-12
0.92180482,0.9929894,31069.22,2011-04-14
0.99428932,0.9802467,50433.38,2011-04-15
0.98072591,1.06664687,28903.97,2011-04-16
1.06668408,1.11117362,24043.04,2011-04-17
1.10921441,1.13494424,27558.35,2011-04-18
1.13817646,1.19988679,12517.56,2011-04-19
1.19994596,1.17038663,21382.48,2011-04-20
1.17503007,1.20755522,39403.81,2011-04-21
1.20889653,1.33070731,39343.08,2011-04-22
1.33104621,1.45132267,66554.74,2011-04-23
1.63315718,1.56578672,13451.26,2011-04-25
1.76608635,1.80593344,32980.99,2011-04-27
3.44400786,3.60092065,45963.69,2011-05-01
3.60135807,3.58948389,18389.49,2011-05-02
3.57914073,3.43386439,16855.49,2011-05-03
3.43358837,3.507716,17249.33,2011-05-04
3.50772212,3.43227823,15386.82,2011-05-05
3.42978791,3.51824842,23033.24,2011-05-06
3.52818719,3.62681937,17801.11,2011-05-07
3.63511409,3.82225712,21035.2,2011-05-08
3.81669282,3.81814402,11579.2,2011-05-09
5.30573076,5.4745564,52620.15,2011-05-11
6.23240468,6.66115491,64049.35,2011-05-13
7.67898375,8.34201209,18272.75,2011-05-15
8.28965987,8.34817328,44238.55,2011-05-16
8.34664659,8.24801087,35225.15,2011-05-17
7.30695279,7.60967137,24512.59,2011-05-19
6.83460828,6.67036246,23811.32,2011-05-22
6.66399593,7.09136954,35307.38,2011-05-23
7.09763158,7.40184431,29287.71,2011-05-24
7.40153959,7.72425478,64388.9,2011-05-25
7.72422581,8.11026433,28568.64,2011-05-26
9.13892587,8.36653403,12274.11,2011-05-28
8.36819617,8.57277318,7494.99,2011-05-29
8.5699695,8.70476856,17645.07,2011-05-30
8.6829238,8.77542347,45783.82,2011-05-31
8.77558159,9.53346619,43557.75,2011-06-01
9.53299558,10.08919353,40934.75,2011-06-02
18.40433397,17.50700874,24161.11,2011-06-05
17.50673502,18.81220706,55255.38,2011-06-06
18.93026088,21.07071553,53771.31,2011-06-07
26.35461508,28.71173782,122077.69,2011-06-11
28.65654635,26.60522553,151649.51,2011-06-12
20.96406209,22.91323448,36071.6,2011-06-14
22.93408304,20.68757973,27727.03,2011-06-15
20.64287698,19.71758526,49383.31,2011-06-16
16.8545127,18.44806913,35418.93,2011-06-18
18.43605531,17.5880335,30149.58,2011-06-19
17.13772614,17.19359963,15044.92,2011-06-26
17.1871092,17.47027324,31437.23,2011-06-27
17.51040672,17.07432006,24341.77,2011-06-28
17.16522231,16.89709776,21031.49,2011-06-29
16.89713299,16.15537676,35052.0,2011-06-30
16.13980162,17.18036266,33253.2,2011-07-01
17.1703497,16.60416364,19382.12,2011-07-02
16.51853297,15.75357991,16796.92,2011-07-03
15.72758153,14.04535578,52224.81,2011-07-04
14.05093583,14.23968802,83928.52,2011-07-05
14.25931844,15.25179401,111829.71,2011-07-06
15.23191168,14.7808588,54345.04,2011-07-07
14.81267971,15.43179937,34899.1,2011-07-08
15.4250133,15.02847128,11888.28,2011-07-09
15.02849536,15.15105423,45125.93,2011-07-10
15.153064,14.85866534,49268.86,2011-07-11
14.84693882,14.13263521,26322.67,2011-07-12
14.1312381,14.12273495,10373.58,2011-07-13
14.12281612,14.08932564,17638.8,2011-07-14
14.08834829,14.02906501,24806.94,2011-07-15
14.03616685,13.85808362,17221.41,2011-07-16
13.86845904,13.95597738,34482.09,2011-07-17
13.92923436,13.62928646,75958.43,2011-07-18
13.62549498,13.85740708,67875.9,2011-07-19
13.8630762,13.78113826,23156.25,2011-07-20
13.76286198,13.85541898,24954.13,2011-07-21
13.8488476,13.8905705,15204.32,2011-07-22
13.89213455,13.79948835,22493.81,2011-07-23
13.7929934,13.96186312,26699.77,2011-07-24
13.92678203,14.08881383,31638.55,2011-07-25
14.10890707,14.48049265,16850.64,2011-07-26
14.49818448,14.00265318,11476.49,2011-07-27
13.95170335,13.49253603,32676.15,2011-07-28
13.50026079,13.80073957,7260.81,2011-07-29
13.79424368,13.61800536,6102.23,2011-07-30
13.62899667,13.43449198,45771.71,2011-07-31
13.43167487,13.34190763,21740.75,2011-08-01
13.31494136,12.83400044,57159.99,2011-08-02
12.83220976,12.17669533,90371.4,2011-08-03
12.17711547,12.3242663,50257.97,2011-08-04
12.32563945,11.05351904,30879.78,2011-08-05
8.78619657,8.46730255,33934.47,2011-08-08
9.77741153,10.11750593,24257.3,2011-08-10
10.12057185,10.30123189,58254.82,2011-08-11
10.30246403,9.82886856,41540.4,2011-08-12
9.85110013,9.98355345,29783.61,2011-08-13
10.01572145,10.35139734,44038.59,2011-08-14
10.34628916,11.18292394,38216.34,2011-08-15
11.18246422,11.53228202,15301.74,2011-08-16
11.53320233,11.26718219,22864.02,2011-08-17
11.27299114,11.32894727,8227.67,2011-08-18
11.33857341,11.69671394,33743.43,2011-08-19
11.70022188,11.46310923,9891.13,2011-08-20
11.47885295,11.42241338,8719.64,2011-08-21
11.4239971,11.23873487,37031.24,2011-08-22
11.23728678,11.48200128,12850.1,2011-08-23
11.47431705,11.30579771,7820.3,2011-08-24
11.32941003,11.24036219,55342.67,2011-08-25
8.88387158,9.30167677,22142.4,2011-08-27
9.30084387,9.15051016,24053.77,2011-08-28
9.15261711,9.39897004,21633.73,2011-08-29
9.45018704,9.37807863,11766.49,2011-08-30
9.37596679,9.04683085,19632.78,2011-08-31
9.04501088,8.43278006,11932.76,2011-09-01
8.43265459,8.50129404,16801.49,2011-09-02
8.50675586,8.51710524,6915.65,2011-09-03
8.50472743,8.33612022,19604.54,2011-09-04
8.36284254,7.97080803,30695.96,2011-09-05
7.96668138,8.20235766,82514.98,2011-09-06
8.20339209,7.55445712,49712.85,2011-09-07
7.54509838,6.71257114,31929.77,2011-09-08
6.71018373,7.15507079,216864.17,2011-09-09
6.27853708,6.6367602,63914.41,2011-09-12
6.62584687,5.95764036,23708.48,2011-09-13
5.95676473,5.93217288,43583.86,2011-09-14
5.1834211,4.84357699,31671.64,2011-09-16
4.84360455,5.07559468,20298.56,2011-09-17
5.07406728,5.09527905,44830.37,2011-09-18
5.09011039,5.29058503,49817.48,2011-09-19
6.09621461,5.91394752,68165.66,2011-09-21
5.91505739,5.72388707,31750.39,2011-09-22
5.72546009,5.69047118,55804.61,2011-09-23
5.6919291,5.69775453,17869.08,2011-09-24
5.69036641,5.4190285,9465.33,2011-09-25
5.41350616,5.14417399,56331.97,2011-09-26
5.14351989,5.15909761,24704.15,2011-09-27
5.15892782,5.079457,30603.83,2011-09-28
5.07826107,4.90030138,14093.69,2011-09-29
4.90148141,5.09168621,41370.99,2011-09-30
5.09663182,5.27339399,23541.42,2011-10-01
5.27209216,5.17896185,10463.44,2011-10-02
5.18367179,5.06386431,17249.35,2011-10-03
5.0634274,5.05797023,15790.66,2011-10-04
5.05790421,4.94720792,17584.92,2011-10-05
4.94343992,4.7754939,54906.39,2011-10-06
4.77461522,4.34735352,97786.96,2011-10-07
4.34713193,4.04205945,39397.06,2011-10-08
4.07142208,4.53010334,38085.68,2011-10-09
4.52749068,4.16378716,16869.93,2011-10-10
4.16531928,4.1896409,41048.47,2011-10-11
4.19045557,4.15828811,69082.24,2011-10-12
4.15188813,4.05906018,19665.17,2011-10-13
4.05829383,4.14848155,20047.16,2011-10-14
4.14541464,3.86448891,42049.33,2011-10-15
3.86427514,3.61243004,36320.17,2011-10-16
2.39854317,2.36168035,48780.99,2011-10-20
2.36199244,2.55444806,73119.29,2011-10-21
3.0099064,3.17798073,37178.92,2011-10-23
3.17626731,3.26611291,92121.37,2011-10-24
3.26596142,3.08877469,101328.16,2011-10-25
3.07883941,2.87588026,29314.87,2011-10-26
2.86331653,3.01783291,58679.19,2011-10-27
3.02217686,3.15168248,52427.44,2011-10-28
3.15010121,3.40165575,79644.66,2011-10-29
3.41041361,3.62207348,50465.27,2011-10-30
3.62200013,3.32336511,31082.51,2011-10-31
3.32319125,3.24627475,37989.77,2011-11-01
3.24654894,3.36237313,32281.54,2011-11-02
3.36236864,3.32671917,24463.01,2011-11-03
3.32968561,3.15134985,39369.11,2011-11-04
3.15048308,3.15790565,53138.13,2011-11-05
3.16005332,2.97161216,17246.94,2011-11-06
2.97102251,3.01703135,24126.21,2011-11-07
3.01646983,3.04638343,60449.15,2011-11-08
3.04605956,3.03060088,52496.98,2011-11-09
3.03333682,2.87862589,33846.14,2011-11-10
2.87866192,3.05443109,44698.5,2011-11-11
3.05342891,3.03077064,20360.67,2011-11-12
3.02275524,3.08792495,9662.65,2011-11-13
2.51920483,2.76766079,76466.82,2011-11-15
2.76189701,2.66090459,44045.74,2011-11-16
2.25443307,2.05104336,98159.75,2011-11-18
2.32447425,2.31034448,79831.21,2011-11-20
2.30681443,2.35750639,41536.81,2011-11-21
2.35439103,2.32116321,34221.91,2011-11-22
2.32638949,2.34512102,39959.14,2011-11-23
2.34460206,2.40515397,86951.42,2011-11-24
2.40400393,2.50480614,44291.56,2011-11-25
2.50554266,2.52845821,36101.94,2011-11-26
2.52849877,2.48851053,22764.74,2011-11-27
2.48932774,2.52360811,41446.98,2011-11-28
2.52508923,2.6825838,181458.89,2011-11-29
2.68364782,2.97224178,120353.14,2011-11-30
2.96967734,3.05414659,63575.1,2011-12-01
3.05267965,3.12777781,57571.12,2011-12-02
3.124731,2.96191517,123242.54,2011-12-03
2.96377113,2.90492712,95155.13,2011-12-04
2.90434878,2.94838054,30862.98,2011-12-05
2.94745311,2.9637005,55635.85,2011-12-06
2.96458832,3.00217694,57964.56,2011-12-07
3.00321591,3.07662193,39793.58,2011-12-08
3.07503158,3.08654431,34459.27,2011-12-09
3.08623049,3.04852201,74395.94,2011-12-10
3.05142735,3.23884873,108659.0,2011-12-11
3.23943809,3.29571931,40010.58,2011-12-12
3.28709933,3.27000021,32652.12,2011-12-13
3.26914225,3.21045307,72576.12,2011-12-14
3.21151236,3.2484044,30063.8,2011-12-15
3.24503792,3.2,29906.28,2011-12-16
3.21281985,3.21996728,16450.98,2011-12-17
3.21244558,3.21728835,10807.61,2011-12-18
3.21737988,3.48107576,139690.52,2011-12-19
3.91429352,4.18899088,48668.42,2011-12-21
4.1772704,4.05652378,57332.52,2011-12-22
4.05806214,3.97840639,20446.69,2011-12-23
3.98509466,3.94730687,14902.36,2011-12-24
3.9532774,4.10117668,80792.3,2011-12-25
4.10132225,4.28165578,89000.14,2011-12-26
4.27891018,4.14707703,30238.79,2011-12-27
4.14726987,4.18170397,33691.1,2011-12-28
4.18252014,4.17361546,53129.25,2011-12-29
4.17119927,4.31536286,41133.81,2011-12-30
4.32073042,4.6107165,129201.71,2011-12-31
4.61211781,5.13245004,108873.83,2012-01-01
5.13201225,5.21820982,69453.09,2012-01-02
5.21773083,4.89844709,125476.58,2012-01-03
6.66976928,6.60205532,219004.42,2012-01-06
6.60802244,7.13552966,48385.49,2012-01-07
7.13457867,7.06357302,57283.66,2012-01-08
7.061768,6.60728494,148286.71,2012-01-09
6.61694701,7.03364426,109937.09,2012-01-10
7.03833866,6.91628309,99861.73,2012-01-11
6.90899323,7.01950113,140331.48,2012-01-12
7.01824789,6.42110841,60353.49,2012-01-13
6.4321649,6.79544826,141664.76,2012-01-14
6.81226383,6.83277261,62131.74,2012-01-15
6.8331676,6.87811804,122945.15,2012-01-16
6.86748509,6.45205554,213277.58,2012-01-17
6.45033848,6.73834116,225771.73,2012-01-18
6.73522728,6.69133805,114655.93,2012-01-19
6.69122394,6.39858865,66845.95,2012-01-20
6.39846925,6.22548283,64749.55,2012-01-21
6.22373509,6.50067121,44845.53,2012-01-22
6.52796234,6.37330287,17720.1,2012-01-23
6.37509623,6.37032543,35687.55,2012-01-24
6.37146132,6.43097182,133016.82,2012-01-25
6.43217209,5.87537743,124599.42,2012-01-26
5.85363784,5.64294158,115304.57,2012-01-27
5.63396302,5.65160862,89957.28,2012-01-28
5.65074174,5.39253226,46445.63,2012-01-29
5.39462524,5.56924476,42324.02,2012-01-30
5.56810465,5.54965327,48372.69,2012-01-31
5.56133991,5.75663494,115133.47,2012-02-01
5.7671131,6.09416354,54604.86,2012-02-02
6.09391446,6.04470561,58993.68,2012-02-03
6.04627382,5.96971434,20604.21,2012-02-04
5.96907628,5.87051569,120631.58,2012-02-05
5.86724337,5.74232368,90107.39,2012-02-06
5.7423266,5.76721428,72691.62,2012-02-07
5.76714072,5.7396253,237874.07,2012-02-08
5.7430992,5.83956063,89801.33,2012-02-09
5.84125751,5.8708082,39255.47,2012-02-10
5.87451818,5.60291637,69678.11,2012-02-11
5.60710597,5.79514198,82093.61,2012-02-12
5.79104575,5.55952187,169219.33,2012-02-13
5.18436649,4.62978584,166534.95,2012-02-16
4.62648753,4.41860632,136020.47,2012-02-17
4.41800678,4.47996174,70054.02,2012-02-18
4.47758147,4.41180663,62212.92,2012-02-19
4.41179695,4.37508421,37314.69,2012-02-20
4.37256564,4.33288803,51759.37,2012-02-21
4.33218021,4.4453252,104155.03,2012-02-22
4.44624249,4.66527244,164592.11,2012-02-23
4.6697145,5.00086531,89871.85,2012-02-24
4.99314872,5.08529919,85970.93,2012-02-25
5.08531455,5.0288102,70135.27,2012-02-26
5.02029645,5.01271674,29287.41,2012-02-27
5.0139021,5.04463683,62650.95,2012-02-28
5.04551736,4.96456276,26482.84,2012-02-29
4.96450481,4.92017298,44251.11,2012-03-01
4.92626324,4.80964542,131066.63,2012-03-02
4.7986948,4.89267155,40179.33,2012-03-03
4.89278012,4.81733627,58950.51,2012-03-04
4.83939697,4.93451643,65865.55,2012-03-05
4.94256904,5.0026608,44431.47,2012-03-06
5.00073945,5.0245143,45963.98,2012-03-07
5.02265285,4.95315193,58088.42,2012-03-08
4.96482643,4.87676645,32638.42,2012-03-09
4.87777156,4.86596324,28164.92,2012-03-10
4.86420766,4.91746054,42500.83,2012-03-11
4.91696734,4.91519969,21992.59,2012-03-12
4.91698404,5.2574784,127056.66,2012-03-13
5.2544392,5.38141987,62834.73,2012-03-14
5.38137074,5.35044648,41054.53,2012-03-15
5.35414202,5.34639753,32653.2,2012-03-16
5.3463786,5.33953712,39151.63,2012-03-17
5.33656916,5.37281917,22785.19,2012-03-18
5.36195846,4.93218965,188998.23,2012-03-19
4.92404121,5.09948999,66147.62,2012-03-20
5.09808173,4.87779106,46475.88,2012-03-21
4.87752501,4.86162828,58215.75,2012-03-22
4.84803295,4.72726595,54044.25,2012-03-23
4.73682443,4.77498158,38902.73,2012-03-24
4.77313085,4.72340957,71408.36,2012-03-25
4.71632358,4.68115922,69761.89,2012-03-26
4.68082521,4.80620916,73317.23,2012-03-27
4.80357994,4.77752765,37983.69,2012-03-28
4.77686776,4.83695352,37864.57,2012-03-29
4.8364788,4.85498069,39138.42,2012-03-30
4.85525215,4.88930978,35493.56,2012-03-31
4.88638672,4.91375968,36003.84,2012-04-01
4.91445567,4.97362823,80605.32,2012-04-02
4.9726655,5.00480982,78812.71,2012-04-03
5.00205184,4.92430976,51073.64,2012-04-04
4.93055358,4.93233917,33792.01,2012-04-05
4.92931047,4.9499622,58336.17,2012-04-06
4.94472394,4.87220797,80664.05,2012-04-07
4.88070972,4.89221328,41889.02,2012-04-08
4.89392243,4.85835993,39358.88,2012-04-09
4.85462023,4.82839711,53036.64,2012-04-10
4.8215346,4.90483482,67193.67,2012-04-11
4.90472675,4.9157707,46307.63,2012-04-12
4.91648397,4.95498095,93023.04,2012-04-13
4.96745521,4.96081435,64194.37,2012-04-14
4.95941568,5.01805868,33310.57,2012-04-15
5.02584807,4.94889829,31211.98,2012-04-16
4.94838567,4.98878338,30685.31,2012-04-17
4.9951584,5.11479288,79183.17,2012-04-18
5.11505695,5.17622544,46679.36,2012-04-19
5.17594587,5.29829023,104166.39,2012-04-20
5.31248974,5.25712563,60611.31,2012-04-21
5.27766927,5.26848294,37007.38,2012-04-22
5.25841168,5.1556199,49531.75,2012-04-23
5.15519805,5.11357053,70745.93,2012-04-24
5.11352911,5.14921833,35646.03,2012-04-25
5.13570682,5.10425886,57528.86,2012-04-26
5.12464179,5.16151739,25935.69,2012-04-27
5.16120908,5.00151806,91452.75,2012-04-28
5.00728136,4.91503796,22254.02,2012-04-29
4.91670184,4.9883607,55835.48,2012-04-30
5.00571075,5.0,36491.21,2012-05-01
4.99673655,5.05680568,95987.83,2012-05-02
5.0570425,5.15564527,35572.86,2012-05-03
5.13937057,5.10246095,43620.76,2012-05-04
5.10435295,5.11321139,18752.88,2012-05-05
5.11322171,5.07163649,19227.23,2012-05-06
5.08458996,5.08906576,46198.56,2012-05-07
5.07746405,5.09640553,68272.53,2012-05-08
5.09147247,5.06369041,38714.25,2012-05-09
